Registration number,Course ID,Grade,Semester ending date
E/16/029,PR521,A,2/10/2023
E/16/029,EE281,B+,4/9/2021
E/16/029,EM527,A,12/9/2021
E/16/029,PR317,C+,12/9/2021
E/16/029,PR204,C+,11/26/2019
E/16/029,PR515,C-,12/9/2021
E/16/029,PR410,A-,3/8/2023
E/16/029,PR205,B+,4/9/2021
E/16/029,PR517,B-,3/8/2023
E/16/029,EM211,E,2/10/2023
E/16/029,EM213,E,11/26/2019
E/16/029,CE207,B-,4/9/2021
E/16/029,PR516,B-,7/31/2021
E/16/029,ME321,C,3/29/2022
E/16/029,ME213,C-,11/26/2019
E/16/045,EM212,A,9/4/2021
E/16/045,EE281,A-,4/9/2021
E/16/045,EM527,A+,12/9/2021
E/16/045,PR411,A,2/10/2023
E/16/045,PR206,A,4/9/2021
E/16/045,ME213,C,11/26/2019
E/16/045,PR404,A+,3/8/2023
E/16/045,ME211,C-,11/26/2019
E/16/045,EE280,B-,11/26/2019
E/16/045,EM524,A+,2/10/2023
E/16/045,CE301,B,3/29/2022
E/16/045,PR409,A+,2/10/2023
E/16/045,PR317,A+,12/9/2021
E/16/045,PR314,A-,3/29/2022
E/16/045,CE201,D+,11/26/2019
E/16/045,ME302,A+,12/9/2021
E/16/045,EE380,B-,3/29/2022
E/16/045,EM526,A+,3/29/2022
E/16/045,ME321,A-,3/29/2022
E/16/045,EM502,A,12/9/2021
E/16/045,PR205,A,4/9/2021
E/16/045,PR516,A,3/8/2023
E/16/045,EM211,A+,11/26/2019
E/16/045,PR410,A+,3/8/2023
E/16/045,CE207,A,4/9/2021
E/16/045,PR315,A-,3/29/2022
E/16/045,PR408,B,3/8/2023
E/16/045,PR509,A,12/9/2021
E/16/045,CE201,C,9/21/2022
E/16/045,PR316,A+,12/9/2021
E/16/045,ME209,A-,4/9/2021
E/16/045,ME211,C,7/8/2022
E/16/045,PR204,B-,11/26/2019
E/16/045,CE201,E,7/8/2022
E/16/045,EM213,B+,11/26/2019
E/16/084,PR410,B+,3/8/2023
E/16/084,EE280,B,11/26/2019
E/16/084,EM213,C,11/26/2019
E/16/084,PR314,B,3/29/2022
E/16/084,CE207,B+,4/9/2021
E/16/084,ME321,B+,3/29/2022
E/16/084,PR517,C+,3/8/2023
E/16/084,ME213,B+,11/26/2019
E/16/084,PR205,B+,4/9/2021
E/16/084,EM212,A-,9/4/2021
E/16/084,CE201,C,11/26/2019
E/16/084,EE380,B-,3/29/2022
E/16/084,ME211,E,7/8/2022
E/16/084,PR315,C,3/29/2022
E/16/084,EM211,A+,11/26/2019
E/16/084,PR516,C+,3/8/2023
E/16/084,ME209,B-,4/9/2021
E/16/084,ME302,A-,12/9/2021
E/16/084,PR411,B-,2/10/2023
E/16/084,PR409,B+,2/10/2023
E/16/084,PR204,B,11/26/2019
E/16/084,PR408,C,3/8/2023
E/16/084,ME211,C-,11/26/2019
E/16/084,PR515,B-,12/9/2021
E/16/084,EE281,C+,4/9/2021
E/16/084,PR206,C+,4/9/2021
E/16/084,CE301,D+,3/29/2022
E/16/084,PR513,A-,12/9/2021
E/16/084,PR316,B,12/9/2021
E/16/084,PR404,C,3/8/2023
E/16/084,EM527,C,3/8/2023
E/16/084,PR317,B-,12/9/2021
E/16/084,PR521,B+,2/10/2023
E/16/085,EE281,B,4/9/2021
E/16/085,EE380,C-,3/29/2022
E/16/085,PR521,B+,2/10/2023
E/16/085,EM211,B,11/26/2019
E/16/085,PR315,C-,3/29/2022
E/16/085,PR404,C,3/8/2023
E/16/085,PR516,C+,3/8/2023
E/16/085,EM527,C,3/8/2023
E/16/085,CE201,C,7/8/2022
E/16/085,PR206,C,4/9/2021
E/16/085,ME321,C,3/29/2022
E/16/085,PR205,B+,4/9/2021
E/16/085,PR515,B-,12/9/2021
E/16/085,PR410,B+,3/8/2023
E/16/085,CE301,C-,3/29/2022
E/16/085,PR316,B-,12/9/2021
E/16/085,CE207,B+,4/9/2021
E/16/085,PR204,B,11/26/2019
E/16/085,EM213,C+,11/26/2019
E/16/085,PR411,B-,2/10/2023
E/16/085,PR517,B-,3/8/2023
E/16/085,ME213,B+,11/26/2019
E/16/085,CE201,D+,11/26/2019
E/16/085,PR317,B,12/9/2021
E/16/085,EE280,C+,11/26/2019
E/16/085,PR315,C,9/19/2022
E/16/085,PR408,C-,3/8/2023
E/16/085,PR314,B-,3/29/2022
E/16/085,ME302,A-,12/9/2021
E/16/085,ME209,B,4/9/2021
E/16/085,ME211,C-,11/26/2019
E/16/085,EM212,A+,9/4/2021
E/16/085,PR513,B-,12/9/2021
E/16/085,PR409,B+,2/10/2023
E/16/109,PR410,B+,3/8/2023
E/16/109,EM211,A,11/26/2019
E/16/109,ME211,C-,11/26/2019
E/16/109,PR408,B-,3/8/2023
E/16/109,PR317,B,12/9/2021
E/16/109,ME211,C,7/8/2022
E/16/109,PR409,A-,2/10/2023
E/16/109,EM526,A,12/9/2021
E/16/109,EE380,B+,3/29/2022
E/16/109,EM527,A+,12/9/2021
E/16/109,EM212,A+,9/4/2021
E/16/109,PR509,B-,12/9/2021
E/16/109,CE207,B,4/9/2021
E/16/109,PR518,A-,2/10/2023
E/16/109,PR411,B,2/10/2023
E/16/109,PR205,A+,4/9/2021
E/16/109,ME302,B+,12/9/2021
E/16/109,PR515,B,12/9/2021
E/16/109,CE301,C+,3/29/2022
E/16/109,PR314,B+,3/29/2022
E/16/109,EE280,C-,11/26/2019
E/16/109,PR316,C,12/9/2021
E/16/109,ME213,C,11/26/2019
E/16/109,EM213,C+,11/26/2019
E/16/109,ME321,C-,3/29/2022
E/16/109,PR404,B-,3/8/2023
E/16/109,EE280,C,7/8/2022
E/16/109,CE201,C+,11/26/2019
E/16/109,PR204,B-,11/26/2019
E/16/109,PR315,B,3/29/2022
E/16/109,PR516,A-,3/8/2023
E/16/109,PR206,B-,4/9/2021
E/16/109,ME209,B,4/9/2021
E/16/109,EE281,B-,4/9/2021
E/16/113,PR317,C,12/9/2021
E/16/113,PR411,B+,2/10/2023
E/16/113,EM213,C,11/26/2019
E/16/113,EE380,C,3/29/2022
E/16/113,CE301,C,9/19/2022
E/16/150,EE281,B,4/9/2021
E/16/150,PR409,A,2/10/2023
E/16/150,PR314,B-,3/29/2022
E/16/150,PR404,C,3/8/2023
E/16/150,EE280,C,11/26/2019
E/16/150,PR316,A,12/9/2021
E/16/150,PR204,A-,11/26/2019
E/16/150,ME321,E,9/19/2022
E/16/150,ME302,B+,12/9/2021
E/16/150,PR521,A+,2/10/2023
E/16/150,PR515,A-,12/9/2021
E/16/150,EM211,B-,11/26/2019
E/16/150,CE301,E,9/19/2022
E/16/150,PR410,A+,3/8/2023
E/16/150,EM213,E,11/26/2019
E/16/150,EM212,A,9/4/2021
E/16/150,ME213,B,11/26/2019
E/16/150,CE301,C,2/10/2023
E/16/150,CE301,E,3/29/2022
E/16/150,CE201,D+,11/26/2019
E/16/150,PR317,A-,12/9/2021
E/16/150,ME209,B+,4/9/2021
E/16/150,ME211,C,11/26/2019
E/16/155,CE201,C,2/10/2023
E/16/155,EE280,D+,11/26/2019
E/16/155,ME321,C-,3/29/2022
E/16/155,CE201,D+,11/26/2019
E/16/155,EM212,A+,9/4/2021
E/16/155,ME213,C,11/26/2019
E/16/155,PR317,C-,12/9/2021
E/16/155,PR516,B+,3/8/2023
E/16/155,ME211,C,7/8/2022
E/16/155,EM213,E,11/26/2019
E/16/155,PR316,C+,12/9/2021
E/16/155,CE301,C,3/29/2022
E/16/155,EM213,C,9/21/2022
E/16/155,PR314,C+,3/29/2022
E/16/155,EE281,C,4/9/2021
E/16/155,ME302,B+,12/9/2021
E/16/155,PR206,C,4/8/2022
E/16/155,EM211,B,11/26/2019
E/16/155,PR404,D,3/8/2023
E/16/155,PR205,C-,4/9/2021
E/16/155,PR204,C,11/26/2019
E/16/155,PR515,C,12/9/2021
E/16/155,EM526,C,3/8/2023
E/16/155,CE207,E,4/9/2021
E/16/155,PR411,A+,2/10/2023
E/16/155,ME211,E,11/26/2019
E/16/155,PR517,B-,3/8/2023
E/16/155,EE280,C,2/10/2023
E/16/155,PR206,C-,4/9/2021
E/16/155,EM213,D,7/8/2022
E/16/155,EE380,C,3/29/2022
E/16/155,PR315,C+,3/29/2022
E/16/155,PR521,B+,2/10/2023
E/16/155,PR513,B-,12/9/2021
E/16/155,PR408,B-,3/8/2023
E/16/155,PR409,B+,2/10/2023
E/16/155,CE207,D,4/8/2022
E/16/155,ME209,B,4/9/2021
E/16/155,PR410,A+,3/8/2023
E/16/157,PR404,B,3/8/2023
E/16/157,EE281,B,4/9/2021
E/16/157,PR315,B-,3/29/2022
E/16/157,PR206,B-,4/9/2021
E/16/157,EM212,A,9/4/2021
E/16/157,PR513,B,12/9/2021
E/16/157,PR409,A-,2/10/2023
E/16/157,PR204,B-,11/26/2019
E/16/157,PR517,A-,3/8/2023
E/16/157,ME209,B+,4/9/2021
E/16/157,PR408,B,3/8/2023
E/16/157,PR317,B-,12/9/2021
E/16/157,PR314,A-,3/29/2022
E/16/157,PR516,A,3/8/2023
E/16/157,CE207,B+,4/9/2021
E/16/157,PR411,A,2/10/2023
E/16/157,PR509,B,12/9/2021
E/16/157,EE380,B-,3/29/2022
E/16/157,PR205,A,4/9/2021
E/16/157,ME211,B,11/26/2019
E/16/157,EM213,B,11/26/2019
E/16/157,PR519,A,3/8/2023
E/16/157,EM211,B,11/26/2019
E/16/157,EE280,C,11/26/2019
E/16/157,ME213,B+,11/26/2019
E/16/157,ME321,B,3/29/2022
E/16/157,CE201,C,11/26/2019
E/16/157,PR521,A,2/10/2023
E/16/157,ME302,A-,12/9/2021
E/16/157,PR316,B+,12/9/2021
E/16/157,CE301,B,3/29/2022
E/16/157,PR410,A-,3/8/2023
E/16/159,CO543,C,12/9/2021
E/16/159,ME209,B+,4/9/2021
E/16/159,PR314,B,3/29/2022
E/16/159,PR315,C,3/29/2022
E/16/159,EE281,C+,4/9/2021
E/16/159,CE301,C-,3/29/2022
E/16/159,EM211,A+,11/26/2019
E/16/159,CE207,B-,4/9/2021
E/16/159,PR410,A,3/8/2023
E/16/159,ME321,B-,3/29/2022
E/16/159,PR517,C+,3/8/2023
E/16/159,PR519,C+,3/8/2023
E/16/159,PR513,B-,12/9/2021
E/16/159,EE380,B-,3/29/2022
E/16/159,PR205,B+,4/9/2021
E/16/159,PR516,C+,3/8/2023
E/16/159,ME211,D,11/26/2019
E/16/159,EM213,C,11/26/2019
E/16/159,PR409,C+,2/10/2023
E/16/159,PR204,C,11/26/2019
E/16/159,EE280,B,11/26/2019
E/16/159,EM212,A+,9/4/2021
E/16/159,CE201,B,11/26/2019
E/16/159,ME302,B+,12/9/2021
E/16/159,PR509,B-,12/9/2021
E/16/159,ME211,C,7/8/2022
E/16/159,PR411,B+,2/10/2023
E/16/159,PR408,C+,3/8/2023
E/16/159,PR404,C-,3/8/2023
E/16/159,ME213,B+,11/26/2019
E/16/159,PR317,C,12/9/2021
E/16/159,PR206,C-,4/9/2021
E/16/159,PR316,C-,12/9/2021
E/16/198,PR509,B+,12/9/2021
E/16/198,EE380,A-,3/29/2022
E/16/198,PR409,B+,2/10/2023
E/16/198,PR404,A-,3/8/2023
E/16/198,EE280,B,11/26/2019
E/16/198,PR316,A-,12/9/2021
E/16/198,EE281,B+,4/9/2021
E/16/198,PR516,B+,3/8/2023
E/16/198,PR206,C+,4/9/2021
E/16/198,ME213,C+,11/26/2019
E/16/198,PR515,A-,12/9/2021
E/16/198,CE301,B+,3/29/2022
E/16/198,EM212,A+,9/4/2021
E/16/198,PR204,B-,11/26/2019
E/16/198,CE201,B-,11/26/2019
E/16/198,PR314,A-,3/29/2022
E/16/198,PR518,A-,2/10/2023
E/16/198,ME211,C+,11/26/2019
E/16/198,CE207,B,4/9/2021
E/16/198,EM211,A-,11/26/2019
E/16/198,EM526,A+,12/9/2021
E/16/198,PR410,B+,3/8/2023
E/16/198,PR408,A-,3/8/2023
E/16/198,PR205,A+,4/9/2021
E/16/198,ME209,B,4/9/2021
E/16/198,ME302,A-,12/9/2021
E/16/198,ME321,B+,3/29/2022
E/16/198,EM213,A-,11/26/2019
E/16/198,PR317,B,12/9/2021
E/16/198,PR315,A-,3/29/2022
E/16/198,PR411,B,2/10/2023
E/16/198,EM527,A,12/9/2021
E/16/208,ME213,B+,11/26/2019
E/16/208,PR316,B,12/9/2021
E/16/208,ME211,C+,11/26/2019
E/16/208,PR518,A,2/10/2023
E/16/208,EM213,A-,11/26/2019
E/16/208,PR204,A-,11/26/2019
E/16/208,PR317,A,12/9/2021
E/16/208,EM211,A-,11/26/2019
E/16/208,PR315,A-,3/29/2022
E/16/208,PR314,A-,3/29/2022
E/16/208,EM526,A+,3/29/2022
E/16/208,PR206,A-,4/9/2021
E/16/208,EE281,A,4/9/2021
E/16/208,ME321,A,3/29/2022
E/16/208,CE207,A-,4/9/2021
E/16/208,EM527,A+,12/9/2021
E/16/208,PR408,A-,3/8/2023
E/16/208,PR205,A-,4/9/2021
E/16/208,EM502,A,12/9/2021
E/16/208,ME209,B+,4/9/2021
E/16/208,PR410,A+,3/8/2023
E/16/208,ME302,A-,12/9/2021
E/16/208,EE380,B+,3/29/2022
E/16/208,PR411,A-,2/10/2023
E/16/208,CE301,C,3/29/2022
E/16/208,PR409,A,2/10/2023
E/16/208,EE280,B,11/26/2019
E/16/208,PR404,B+,3/8/2023
E/16/208,EM212,A+,9/4/2021
E/16/208,PR509,A+,12/9/2021
E/16/208,PR516,A,3/8/2023
E/16/208,CE201,C,11/26/2019
E/16/215,PR317,B,12/9/2021
E/16/215,PR206,C+,4/9/2021
E/16/215,PR515,B+,12/9/2021
E/16/215,PR316,B,12/9/2021
E/16/215,ME321,C+,3/29/2022
E/16/215,PR509,B,12/9/2021
E/16/215,ME302,A-,12/9/2021
E/16/215,EE380,C+,3/29/2022
E/16/215,EM527,A+,12/9/2021
E/16/215,EM211,C+,11/26/2019
E/16/215,PR205,B+,4/9/2021
E/16/215,EE281,B,4/9/2021
E/16/215,CE301,C+,3/29/2022
E/16/215,PR314,B,3/29/2022
E/16/215,PR408,B-,3/8/2023
E/16/215,PR411,A+,2/10/2023
E/16/215,PR521,A+,2/10/2023
E/16/215,PR315,B-,3/29/2022
E/16/215,ME213,C+,11/26/2019
E/16/215,EM213,C+,11/26/2019
E/16/215,ME209,B,4/9/2021
E/16/215,CE201,C,9/21/2022
E/16/215,ME211,E,11/26/2019
E/16/215,CE207,C,4/9/2021
E/16/215,PR517,B,3/8/2023
E/16/215,EE280,C-,11/26/2019
E/16/215,PR410,A+,3/8/2023
E/16/215,CE201,E,7/8/2022
E/16/215,EM212,A+,9/4/2021
E/16/215,PR204,B+,11/26/2019
E/16/215,PR409,A+,2/10/2023
E/16/215,CE201,C-,11/26/2019
E/16/215,PR404,B-,3/8/2023
E/16/215,ME211,C,7/8/2022
E/16/215,PR516,B+,3/8/2023
E/16/219,PR404,C,3/8/2023
E/16/219,PR513,C,12/9/2021
E/16/219,PR316,C-,2/10/2023
E/16/219,CO543,C,12/9/2021
E/16/219,EM212,A+,9/4/2021
E/16/219,EM213,C+,11/26/2019
E/16/219,PR411,A,2/10/2023
E/16/219,ME321,D+,9/19/2022
